/usr/bin/gcc -std=gnu99 -Wall -fPIC -pthread -O2 -c *.c
/usr/bin/gcc -shared -Wl,-soname,libGSDDict.so.1 -o libGSDDict.so.1.0 *.o
ln -sf libGSDDict.so.1.0 libGSDDict.so.1
ln -sd libGSDDict.so.1.0 libGSDDict.so
/usr/bin/gcc -std=gnu99 -Wall -fPIC -pthread -O2 -I. -L. test/performance.c -lGSDDict -lpthread -lrt -operformance.run
LD_LIBRARY_PATH="." ./performance.run
Type, Max Epochs, Threads, Slots, Max Imbalance, Operations, Time, Rebalanced, Used Epochs
LOOKUP, 64, 8, 64, 16, 200000, 0:222650912, 1859, 27
INSERT, 64, 8, 64, 32, 200000, 4:441040524, 896, 18
LOOKUP, 64, 8, 64, 32, 200000, 0:228849302, 896, 18
INSERT, 64, 8, 64, 64, 200000, 2:970340475, 384, 8
LOOKUP, 64, 8, 64, 64, 200000, 0:235558197, 384, 8
INSERT, 64, 8, 64, 128, 200000, 2:723524112, 192, 12
LOOKUP, 64, 8, 64, 128, 200000, 0:241333487, 192, 12
INSERT, 64, 8, 64, 256, 200000, 27:12782341, 10206, 64
LOOKUP, 64, 8, 64, 256, 200000, 0:219459722, 10206, 64
INSERT, 64, 8, 64, 512, 200000, 25:578598069, 9903, 64
LOOKUP, 64, 8, 64, 512, 200000, 0:222631040, 9903, 64
INSERT, 64, 8, 128, 8, 200000, 4:981285758, 3660, 57
LOOKUP, 64, 8, 128, 8, 200000, 0:228850769, 3660, 57
INSERT, 64, 8, 128, 16, 200000, 3:51974161, 1543, 19
LOOKUP, 64, 8, 128, 16, 200000, 0:232532220, 1543, 19
INSERT, 64, 8, 128, 32, 200000, 2:745759685, 894, 21
LOOKUP, 64, 8, 128, 32, 200000, 0:225918683, 894, 21
INSERT, 64, 8, 128, 64, 200000, 2:393998591, 384, 17
LOOKUP, 64, 8, 128, 64, 200000, 0:270029224, 384, 17
INSERT, 64, 8, 128, 128, 200000, 2:458783432, 128, 6
LOOKUP, 64, 8, 128, 128, 200000, 0:462308292, 128, 6
INSERT, 64, 8, 128, 256, 200000, 11:216315306, 9911, 64
LOOKUP, 64, 8, 128, 256, 200000, 0:214984844, 9911, 64
INSERT, 64, 8, 128, 512, 200000, 11:210394429, 10591, 64
LOOKUP, 64, 8, 128, 512, 200000, 0:213264711, 10591, 64
INSERT, 64, 8, 256, 8, 200000, 2:730926620, 3084, 64
LOOKUP, 64, 8, 256, 8, 200000, 0:225509973, 3084, 64
INSERT, 64, 8, 256, 16, 200000, 2:226066542, 1808, 22
LOOKUP, 64, 8, 256, 16, 200000, 0:219357753, 1808, 22
INSERT, 64, 8, 256, 32, 200000, 2:36254978, 768, 23
LOOKUP, 64, 8, 256, 32, 200000, 0:242624939, 768, 23
INSERT, 64, 8, 256, 64, 200000, 2:135075007, 256, 19
LOOKUP, 64, 8, 256, 64, 200000, 0:319273623, 256, 19
INSERT, 64, 8, 256, 128, 200000, 2:866087575, 138, 6
LOOKUP, 64, 8, 256, 128, 200000, 0:765883359, 138, 6
INSERT, 64, 8, 256, 256, 200000, 6:199778927, 10600, 64
LOOKUP, 64, 8, 256, 256, 200000, 0:215792641, 10600, 64
INSERT, 64, 8, 256, 512, 200000, 6:316257635, 11139, 64
LOOKUP, 64, 8, 256, 512, 200000, 0:211991963, 11139, 64
INSERT, 64, 8, 512, 8, 200000, 2:300916911, 4821, 47
LOOKUP, 64, 8, 512, 8, 200000, 0:227314149, 4821, 47
INSERT, 64, 8, 512, 16, 200000, 1:951922861, 1959, 41
LOOKUP, 64, 8, 512, 16, 200000, 0:233270888, 1959, 41
INSERT, 64, 8, 512, 32, 200000, 1:828923311, 513, 14
LOOKUP, 64, 8, 512, 32, 200000, 0:295430248, 513, 14
INSERT, 64, 8, 512, 64, 200000, 1:740746829, 0, 2
LOOKUP, 64, 8, 512, 64, 200000, 0:640398339, 0, 2
INSERT, 64, 8, 512, 128, 200000, 1:842198321, 0, 2
LOOKUP, 64, 8, 512, 128, 200000, 0:594621235, 0, 2
INSERT, 64, 8, 512, 256, 200000, 4:534274591, 13709, 64
LOOKUP, 64, 8, 512, 256, 200000, 0:219142769, 13709, 64
INSERT, 64, 8, 512, 512, 200000, 3:622526815, 11342, 64
LOOKUP, 64, 8, 512, 512, 200000, 0:222136491, 11342, 64
